psnr_rain,psnr,ssim_rain,ssim,test_image,epoch,train_name,file_id,imshow,synthetic,save_image,save_result,num_of_layers,features,rain_type
26.5772049072796,33.79536752623507,0.8675203903712294,0.9684795336151378,0,200,resgan1,4,1,1,1,1,20,64,1
18.372304244461194,28.12242695220327,0.6312650628387392,0.9284346746086777,1,200,resgan1,4,1,1,1,1,20,64,1
23.89259260552418,28.363808741580115,0.8931052072038498,0.9447138862888185,2,200,resgan1,4,1,1,1,1,20,64,1
29.541183028663536,31.490091470677996,0.944937290949039,0.96882903851021,3,200,resgan1,4,1,1,1,1,20,64,1
