psnr_rain,psnr,ssim_rain,ssim,test_image,epoch,train_name,file_id,imshow,synthetic,save_image,save_result,input_channels,deepsupervision,residual,num_of_layers,features,rain_type
23.001652952792774,35.23087838558229,0.809337969197465,0.9830795786275509,0,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
20.87040876726903,31.618997795517053,0.7639449713205559,0.9579221064850785,1,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
28.387378043102714,34.005252206991095,0.9180354988356264,0.9786580954710736,2,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
28.237977495825604,30.254109794887537,0.9393896390944924,0.9536515457142646,3,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
30.52023520359093,33.04483206303378,0.9629863251153293,0.9791121754395928,4,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
20.90457658437216,32.1311096510241,0.7659491932008803,0.9492053733641187,5,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
24.59056652714775,29.32388173223192,0.9123142935868582,0.9557141756620013,6,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
17.547688933179955,27.289927274957662,0.6654147045763973,0.9176267385736123,7,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
25.049747631507206,34.12284533222496,0.9116364665118265,0.9828606416500882,8,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
17.499886876306327,26.308577059950856,0.5839521642000717,0.9093816939946806,9,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
25.563958816477328,36.808388107588435,0.7505006962078108,0.9651672613443468,10,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
24.14947744905173,31.73324165212616,0.8119972801563539,0.9536624234681094,11,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
22.194755410266218,29.95431078291199,0.8388765371407968,0.9460194833762446,12,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
24.457732490487235,29.785927394000012,0.8737993259731414,0.9481652211610484,13,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
26.323382077671518,32.4764144995715,0.8679909191226596,0.9701131298957044,14,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
18.906030833504555,26.984288820720085,0.72755435039163,0.9378445940825776,15,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
27.439406980207632,30.872552273572843,0.9267778383349032,0.9600267802823591,16,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
17.484714458369318,26.436860187257277,0.6738796360640101,0.9241943610829414,17,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
26.70822900952612,33.86253025851779,0.8525701339180686,0.9607029803883118,18,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
21.20959951743773,28.1612014479103,0.8496654833198506,0.9313915573702826,19,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
17.348604045973076,23.758983457891823,0.7402476177037555,0.8849412660881497,20,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
29.318995890713325,35.84984172788765,0.9389778659204958,0.9781124739800372,21,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
25.026462778653915,33.75451425759425,0.8666238692566518,0.9733698804591482,22,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
28.507742260314114,33.11817991307215,0.9377263680422093,0.972409262700961,23,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
25.033657666858296,31.620638129472965,0.9055195480591721,0.9697814246103337,24,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
17.614855640851438,26.071731113146623,0.7010648850542763,0.9269092591050639,25,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
24.70001339177744,29.440166367502556,0.9499081455600341,0.9665495306419555,26,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
24.632259207457814,31.565366091180458,0.8787575003960032,0.9552254282041521,27,40,unetgan1,0,0,1,1,1,3,1,1,17,64,1
