psnr_rain,psnr,ssim_rain,ssim,test_image,epoch,train_name,file_id,imshow,synthetic,save_image,save_result,num_of_layers,features,rain_type
27.162674686520035,33.40597502140383,0.8514185430815956,0.9520354699228707,0,200,resgan2,2,0,1,1,1,20,64,1
29.179146551414377,34.05743888439582,0.902925464404881,0.9693535235530389,1,200,resgan2,2,0,1,1,1,20,64,1
24.163575947788626,30.528968399474362,0.8242748329965702,0.9551692577960161,2,200,resgan2,2,0,1,1,1,20,64,1
35.30191718629406,37.85302021208588,0.9691868558020039,0.987165432818839,3,200,resgan2,2,0,1,1,1,20,64,1
27.43739882857616,30.93274586329503,0.9300208841023384,0.9609687796391969,4,200,resgan2,2,0,1,1,1,20,64,1
32.79717137885123,32.33966170542609,0.9569468786971981,0.978995665013017,5,200,resgan2,2,0,1,1,1,20,64,1
34.3682621966152,37.610107952920664,0.9615572055672598,0.9879520540704183,6,200,resgan2,2,0,1,1,1,20,64,1
26.252308634275305,31.858245441442165,0.8563224247206991,0.9507374762499907,7,200,resgan2,2,0,1,1,1,20,64,1
29.343768020790556,33.6614087437315,0.9241296849846529,0.9702280183987625,8,200,resgan2,2,0,1,1,1,20,64,1
27.05516177330633,32.493759423327006,0.8673336212076735,0.9507567395613123,9,200,resgan2,2,0,1,1,1,20,64,1
26.016134953551543,30.4919538463326,0.8685975579205044,0.9387724852965919,10,200,resgan2,2,0,1,1,1,20,64,1
26.791150550791105,33.020152065876246,0.8546764037126896,0.9597930688628047,11,200,resgan2,2,0,1,1,1,20,64,1
