psnr_rain,psnr,ssim_rain,ssim,test_image,epoch,train_name,file_id,imshow,synthetic,save_image,save_result,input_channels,deepsupervision,residual,num_of_layers,features,rain_type
17.86352536557554,27.475204275857404,0.686654118365229,0.9172547185943628,0,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
18.73504871456442,26.47039432538174,0.7393066674873005,0.9235358966474053,1,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.70052671467151,29.03393943583854,0.8783070675968339,0.9473282522174307,2,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.79847548656749,31.616229558242782,0.8440435101081837,0.9629352985515336,3,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.79974693437126,26.543992587244066,0.7453594366248867,0.9379102548970019,4,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
20.940619378825698,30.860989391880853,0.7834871092753116,0.9475294718346525,5,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
18.008930785142198,27.407709525091306,0.7688521298783083,0.9505869675696929,6,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
20.292036948895817,30.958315740652825,0.7608976535236872,0.9508912964792947,7,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.59679646782366,29.702247242513096,0.4784407107409328,0.9068821534663253,8,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.872209480124177,28.136862888931194,0.7361707079174881,0.9510318766677077,9,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.894549609176316,30.07245752546966,0.8676673265690393,0.9498386664208379,10,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.821321760996746,30.872906380035936,0.8521038040620555,0.9619754444798246,11,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.895101514643645,27.45839710174495,0.7680353095120322,0.9444266048306972,12,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.999404974407792,29.88673756714178,0.8973584981822439,0.9712357572036777,13,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
23.23786378135039,31.87157121991014,0.8833268530447537,0.9624307031322893,14,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.22419917981231,31.95918725864268,0.8072618158636202,0.9626264726226039,15,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
27.002369522578103,31.793515984577333,0.7662367098552192,0.9567380359830352,16,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
29.196012916301463,31.422110530267048,0.9702822423793834,0.9820314903721847,17,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
21.57401033607998,30.69335172865049,0.8136876013959924,0.9408550117920423,18,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
31.524014066484305,34.25501338733634,0.9581342064816445,0.9708632148644759,19,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.60050356841448,27.934155619630413,0.6580923122403523,0.9220780588445502,20,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.512840945476988,31.39426014089063,0.6142528207364181,0.958037689954432,21,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
31.05649581863326,35.665909501936454,0.9424405760705756,0.979610931173823,22,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.540022378170775,26.54910731526178,0.7383661347276419,0.9259465066795675,23,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.8192058695957,30.253874971410035,0.8867679399723422,0.9669218116230653,24,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.684237971801405,30.837906573669507,0.7920406170530351,0.9454614728416558,25,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
22.537897470309915,32.61969145299971,0.8316180971316349,0.9691000635276685,26,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
21.132507222817413,30.592292730103065,0.7794520675027633,0.9439920009032775,27,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
20.83143747915649,28.142456729011307,0.8305750987156725,0.9404086137129605,28,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.8924440193371,26.737817994528875,0.7483555639003718,0.9322495917366168,29,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
21.57416531968741,31.138423627618018,0.8142342721242407,0.9585671900052196,30,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
30.31743779327185,33.73551898942526,0.9592083265357245,0.9812331526135063,31,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.637834383063293,26.76923884171589,0.7297971913289832,0.9198200059360934,32,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
25.16047030417748,30.775393273075252,0.9023913919781116,0.9690685860473,33,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.885337341199527,31.45988399917565,0.8755178305223784,0.9525305536002823,34,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.426781062998838,33.7233422832946,0.8588421136911918,0.9775227237627068,35,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
21.590891240477205,28.684387139598215,0.862016878474952,0.9598128281094954,36,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
18.39918140886118,29.333030356647246,0.7562286238835759,0.9559791700161235,37,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
20.144568452437504,31.476016128726286,0.6941676393985992,0.9361346927039792,38,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
27.982231167291708,31.82560434641177,0.911178961128134,0.9638991769641335,39,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
22.492411177738376,27.754963959883135,0.9205660076922578,0.959527629125447,40,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
22.933045540758272,30.826274184138246,0.8960031771438116,0.9738275283059831,41,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.92425645736204,25.328296882008917,0.7627209722920215,0.9530773417740779,42,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
21.578170371528277,29.237011829573618,0.8267569295624568,0.9703143165933962,43,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
18.117779541377455,26.58865116318477,0.764925351854801,0.9309570359113751,44,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.937547062092655,33.0297979775987,0.7998184134850091,0.9649662301256416,45,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
23.255118033637956,31.585400696002353,0.8993194440188829,0.9698098368100464,46,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
29.546627364534075,34.70913128745305,0.9467907807214025,0.9814189371221756,47,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
18.095705339761757,29.458355138610163,0.7581524841589283,0.9597449352613006,48,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
18.41221145084357,26.507040851052363,0.8447731777440347,0.9513419402678753,49,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
30.679993210608927,33.14206743604761,0.9682276819660265,0.9878678778435414,50,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
28.79601774658854,37.50779832376443,0.9255125443826344,0.9859223310054627,51,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
30.04393615902938,34.29484948857975,0.954248095992169,0.9858290082368502,52,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
27.463352487093108,36.18483817869482,0.8702036886764085,0.9772039657347351,53,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
20.93702065288962,29.43343084696973,0.828398883512001,0.950022357643069,54,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
29.254220155941265,35.719520646329215,0.9288206576794891,0.9833632192481865,55,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.76700173356007,26.632145577252004,0.7671989985997105,0.9346227480411685,56,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
18.29512084216349,25.679047683731078,0.8436859323804601,0.9282727176226997,57,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.287024901499827,29.511018564367046,0.8641337319866046,0.9571861089999819,58,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
26.04741146037872,31.371922693555774,0.8750174359996615,0.937495516343107,59,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
25.097156688861958,30.07643360500168,0.8930718743164802,0.9562586508095058,60,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.793774302106186,26.77218861979221,0.755089313739199,0.927689395058426,61,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
23.091808421745014,29.32762489393646,0.9132513121658251,0.9591405717600207,62,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
28.916637431992605,31.388035409153574,0.9479947208588678,0.9722974619418151,63,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
21.342678330755426,29.064041636194162,0.8171961905112418,0.9372656345321904,64,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
28.35743327198111,34.71818303104753,0.8957196041077905,0.9735440103965205,65,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.86805875109511,32.937083724098066,0.8813808365777046,0.9747293477146632,66,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
29.13597543929187,34.59458960470876,0.9462615468957748,0.9805477274282509,67,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.76113466320168,31.339591584914025,0.8751032181842229,0.9694802722644921,68,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
23.4602214369793,31.730575412036686,0.8731071027165033,0.956248519489014,69,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
22.35944002849818,28.760472205537532,0.9280807043507885,0.9791977415952116,70,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.563063184174794,25.321932747932824,0.8203301123979418,0.9339924470725932,71,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.359745354232516,29.91917310624779,0.8618865438817739,0.9606966405500517,72,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
30.2418432531595,37.38978768520161,0.9395602319859163,0.9852199355895607,73,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.31826738171022,31.065697168340915,0.8436599642563145,0.9654807828519115,74,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
22.54840370568303,31.237391233545992,0.8697687589243515,0.9697822654740905,75,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.270115223410265,27.93828977605613,0.5798869315332276,0.891240976695415,76,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
22.760335654461635,31.598083123026637,0.8945628830521414,0.9674141081934859,77,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.92950136467387,25.53236183333582,0.8170070340372018,0.9321807573286461,78,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.817680474039438,33.06633297077448,0.613520078315189,0.9636937075597171,79,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
26.738551903905815,34.61019471737862,0.7370544449624301,0.9283782021724177,80,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
28.453596093066885,36.31543151249279,0.9006887002316258,0.9780057788020423,81,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.948144321345936,30.72826981278284,0.8841169403691217,0.9659781494346601,82,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.612898388802314,28.74422751133444,0.6821118956177896,0.9374439912749963,83,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.630913258505768,34.90498035916906,0.7629952375188639,0.9741722802180636,84,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.83943949863381,34.70131867568468,0.8153632276967574,0.9726073421614806,85,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
24.857701287393187,33.8337343927309,0.8381115295583831,0.9741005496377545,86,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.85772367582753,25.393804343448345,0.8270691927974277,0.94305569653738,87,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.757138643171512,27.37126076729046,0.7463942694620472,0.9378922715960373,88,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
18.12127105970952,31.906377690601,0.6731853489651166,0.9598276824180493,89,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
19.791977118085068,33.40784599082169,0.6692463197027497,0.9681493833256501,90,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
22.79283303148256,30.63687972264914,0.9061351069444651,0.9699144528799488,91,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
18.58782289494983,24.66118263350066,0.8628289049801365,0.9444338284825848,92,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
18.254321321231505,29.726456046989576,0.7275658007308833,0.9589743154072355,93,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
18.012912417629213,28.395691091071406,0.7046574224607595,0.9398365330317452,94,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.64694218283256,24.5466460630982,0.8340910238266899,0.93541502701756,95,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
22.099027241227155,29.204845250310303,0.8704369880136258,0.9658968145073401,96,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.86229088709945,26.199396036768803,0.7771333875095697,0.9337154083770365,97,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.357769354392666,25.20788806801669,0.750808554075074,0.9232523827389484,98,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
25.033899992060014,31.491116883753456,0.8315408212695988,0.9651655161690037,99,40,unetgan1,1,0,1,1,1,3,1,1,17,64,1
17.814124073510275,25.756785813967234,0.6832744270024262,0.8914139056149413,0,100,unetgan1,1,0,1,1,1,3,1,1,17,64,1
27.609281928216667,32.83316263269873,0.9546408965234944,0.97794417340801,1,100,unetgan1,1,0,1,1,1,3,1,1,17,64,1
28.558469677922652,31.60107877212304,0.9414046188881798,0.967470927146317,2,100,unetgan1,1,0,1,1,1,3,1,1,17,64,1
18.021904036559526,24.61375319483526,0.7268733604772134,0.8777529344044449,3,100,unetgan1,1,0,1,1,1,3,1,1,17,64,1
