psnr_rain,psnr,ssim_rain,ssim,test_image,epoch,train_name,file_id,imshow,synthetic,save_image,save_result,num_of_layers,features,rain_type
27.162674686520035,32.66169561979186,0.8514185430815956,0.9475043570218675,0,200,resgan3,2,0,1,1,1,20,64,1
29.179146551414377,33.584889080238874,0.902925464404881,0.9670466761420853,1,200,resgan3,2,0,1,1,1,20,64,1
24.163575947788626,30.497153857367852,0.8242748329965702,0.9559101585286606,2,200,resgan3,2,0,1,1,1,20,64,1
35.30191718629406,37.13857422133292,0.9691868558020039,0.9854832278150324,3,200,resgan3,2,0,1,1,1,20,64,1
27.43739882857616,30.035181647092067,0.9300208841023384,0.9558548270086517,4,200,resgan3,2,0,1,1,1,20,64,1
32.79717137885123,29.624242264764156,0.9569468786971981,0.9751860191965287,5,200,resgan3,2,0,1,1,1,20,64,1
34.3682621966152,35.36962514352534,0.9615572055672598,0.9835585990760926,6,200,resgan3,2,0,1,1,1,20,64,1
26.252308634275305,30.5452494716408,0.8563224247206991,0.9472328199493906,7,200,resgan3,2,0,1,1,1,20,64,1
29.343768020790556,32.9127413443292,0.9241296849846529,0.9715452187289522,8,200,resgan3,2,0,1,1,1,20,64,1
27.05516177330633,32.25600243963853,0.8673336212076735,0.950649897088354,9,200,resgan3,2,0,1,1,1,20,64,1
26.016134953551543,30.18176130003483,0.8685975579205044,0.940302371720677,10,200,resgan3,2,0,1,1,1,20,64,1
26.791150550791105,32.219015012384105,0.8546764037126896,0.959810366329717,11,200,resgan3,2,0,1,1,1,20,64,1
