psnr_rain,psnr,ssim_rain,ssim,test_image,epoch,train_name,file_id,imshow,synthetic,save_image,save_result,num_of_layers,features,rain_type
27.162674686520035,33.45327703947342,0.8514185430815956,0.9525147170560583,0,200,resgan6,2,0,1,1,1,20,64,1
29.179146551414377,34.50821242868122,0.902925464404881,0.9712232737323996,1,200,resgan6,2,0,1,1,1,20,64,1
24.163575947788626,30.324088239500732,0.8242748329965702,0.9530453461834113,2,200,resgan6,2,0,1,1,1,20,64,1
35.30191718629406,38.30148474506818,0.9691868558020039,0.9876741160826299,3,200,resgan6,2,0,1,1,1,20,64,1
27.43739882857616,30.78101375549364,0.9300208841023384,0.9613301084803023,4,200,resgan6,2,0,1,1,1,20,64,1
32.79717137885123,30.177743005055472,0.9569468786971981,0.9761726041149809,5,200,resgan6,2,0,1,1,1,20,64,1
34.3682621966152,36.2168571796156,0.9615572055672598,0.9857222473975904,6,200,resgan6,2,0,1,1,1,20,64,1
26.252308634275305,31.311260274392417,0.8563224247206991,0.9485606202136573,7,200,resgan6,2,0,1,1,1,20,64,1
29.343768020790556,34.035844247476376,0.9241296849846529,0.9734785326854505,8,200,resgan6,2,0,1,1,1,20,64,1
27.05516177330633,32.77441329347195,0.8673336212076735,0.9553972931030074,9,200,resgan6,2,0,1,1,1,20,64,1
26.016134953551543,30.478052985527953,0.8685975579205044,0.9385975069850451,10,200,resgan6,2,0,1,1,1,20,64,1
26.791150550791105,32.67954187031186,0.8546764037126896,0.9596206141879916,11,200,resgan6,2,0,1,1,1,20,64,1
