psnr_rain,psnr,ssim_rain,ssim,test_image,epoch,train_name,file_id,imshow,synthetic,save_image,save_result,num_of_layers,features,rain_type
27.162674686520035,30.258176717756363,0.8514185430815956,0.9340189856275067,0,200,resnet2,2,0,1,1,1,20,64,1
29.179146551414377,32.592271786339104,0.902925464404881,0.9649226432493214,1,200,resnet2,2,0,1,1,1,20,64,1
24.163575947788626,28.913273944086527,0.8242748329965702,0.9446711377448548,2,200,resnet2,2,0,1,1,1,20,64,1
35.30191718629406,36.053125086101325,0.9691868558020039,0.9834591839648246,3,200,resnet2,2,0,1,1,1,20,64,1
27.43739882857616,28.967609963007387,0.9300208841023384,0.9464922057847636,4,200,resnet2,2,0,1,1,1,20,64,1
32.79717137885123,29.58406474411008,0.9569468786971981,0.9723000156254291,5,200,resnet2,2,0,1,1,1,20,64,1
34.3682621966152,34.94157915049246,0.9615572055672598,0.9845280448667221,6,200,resnet2,2,0,1,1,1,20,64,1
26.252308634275305,30.340422622170912,0.8563224247206991,0.9442131984192313,7,200,resnet2,2,0,1,1,1,20,64,1
29.343768020790556,32.14647922825368,0.9241296849846529,0.9656667418662667,8,200,resnet2,2,0,1,1,1,20,64,1
27.05516177330633,31.157441723320126,0.8673336212076735,0.9404297169490675,9,200,resnet2,2,0,1,1,1,20,64,1
26.016134953551543,29.198622401648798,0.8685975579205044,0.9317956336551375,10,200,resnet2,2,0,1,1,1,20,64,1
26.791150550791105,31.322770566970913,0.8546764037126896,0.9529174216850329,11,200,resnet2,2,0,1,1,1,20,64,1
