psnr_rain,psnr,ssim_rain,ssim,test_image,epoch,train_name,file_id,imshow,synthetic,save_image,save_result,input_channels,deepsupervision,residual,num_of_layers,features,rain_type
27.162674686520035,32.21173810429164,0.8514185430815956,0.9450829762476745,0,20,resgan8,2,0,1,1,1,3,1,1,17,64,1
29.179146551414377,33.93207780475092,0.902925464404881,0.969005918287801,1,20,resgan8,2,0,1,1,1,3,1,1,17,64,1
24.163575947788626,29.69159403734696,0.8242748329965702,0.9500279667097639,2,20,resgan8,2,0,1,1,1,3,1,1,17,64,1
35.30191718629406,37.56024025400432,0.9691868558020039,0.9871538508379275,3,20,resgan8,2,0,1,1,1,3,1,1,17,64,1
27.43739882857616,30.074811507830127,0.9300208841023384,0.9577131447359433,4,20,resgan8,2,0,1,1,1,3,1,1,17,64,1
32.79717137885123,31.094372287413684,0.9569468786971981,0.9776349867765438,5,20,resgan8,2,0,1,1,1,3,1,1,17,64,1
34.3682621966152,36.12574093351891,0.9615572055672598,0.9864738689127233,6,20,resgan8,2,0,1,1,1,3,1,1,17,64,1
26.252308634275305,31.304726551375133,0.8563224247206991,0.9497492365748085,7,20,resgan8,2,0,1,1,1,3,1,1,17,64,1
29.343768020790556,33.28742318560306,0.9241296849846529,0.9722122096815967,8,20,resgan8,2,0,1,1,1,3,1,1,17,64,1
27.05516177330633,31.99699177920266,0.8673336212076735,0.9495690591327325,9,20,resgan8,2,0,1,1,1,3,1,1,17,64,1
26.016134953551543,29.850260338682375,0.8685975579205044,0.9358282777011441,10,20,resgan8,2,0,1,1,1,3,1,1,17,64,1
26.791150550791105,32.44991116675538,0.8546764037126896,0.9574518921869566,11,20,resgan8,2,0,1,1,1,3,1,1,17,64,1
27.162674686520035,32.595427462650434,0.8514185430815956,0.9496834561942341,0,30,resgan8,2,0,1,1,1,3,1,1,17,64,1
29.179146551414377,34.31960990192262,0.902925464404881,0.9715834551765611,1,30,resgan8,2,0,1,1,1,3,1,1,17,64,1
24.163575947788626,30.41656228118026,0.8242748329965702,0.9562305592470395,2,30,resgan8,2,0,1,1,1,3,1,1,17,64,1
35.30191718629406,38.23049526537757,0.9691868558020039,0.9877571725791734,3,30,resgan8,2,0,1,1,1,3,1,1,17,64,1
27.43739882857616,30.64291318054626,0.9300208841023384,0.9594691074935168,4,30,resgan8,2,0,1,1,1,3,1,1,17,64,1
32.79717137885123,31.06481690178997,0.9569468786971981,0.9781703648615837,5,30,resgan8,2,0,1,1,1,3,1,1,17,64,1
34.3682621966152,37.223438830020974,0.9615572055672598,0.9885797588218246,6,30,resgan8,2,0,1,1,1,3,1,1,17,64,1
26.252308634275305,31.69868373942601,0.8563224247206991,0.9503877724124757,7,30,resgan8,2,0,1,1,1,3,1,1,17,64,1
29.343768020790556,33.85360880742414,0.9241296849846529,0.9725677923219768,8,30,resgan8,2,0,1,1,1,3,1,1,17,64,1
