psnr_rain,psnr,ssim_rain,ssim,test_image,epoch,train_name,file_id,imshow,synthetic,save_image,save_result,num_of_layers,features,rain_type
27.162674686520035,30.099137961160043,0.8514185430815956,0.9287527487638019,0,200,resgan4,2,0,1,1,1,20,64,1
29.179146551414377,32.088324470700115,0.902925464404881,0.9594547502759679,1,200,resgan4,2,0,1,1,1,20,64,1
24.163575947788626,28.70556379631697,0.8242748329965702,0.9432085330759472,2,200,resgan4,2,0,1,1,1,20,64,1
35.30191718629406,35.16329507112594,0.9691868558020039,0.983370956567733,3,200,resgan4,2,0,1,1,1,20,64,1
27.43739882857616,28.33214866882883,0.9300208841023384,0.9396753868413595,4,200,resgan4,2,0,1,1,1,20,64,1
32.79717137885123,29.241618023985456,0.9569468786971981,0.9695022183965089,5,200,resgan4,2,0,1,1,1,20,64,1
34.3682621966152,32.782765536852196,0.9615572055672598,0.9792605477842468,6,200,resgan4,2,0,1,1,1,20,64,1
26.252308634275305,30.604685384011518,0.8563224247206991,0.9466343312485416,7,200,resgan4,2,0,1,1,1,20,64,1
29.343768020790556,31.924045264076835,0.9241296849846529,0.9671785311376914,8,200,resgan4,2,0,1,1,1,20,64,1
27.05516177330633,30.146337887627894,0.8673336212076735,0.9357020916107263,9,200,resgan4,2,0,1,1,1,20,64,1
26.016134953551543,29.09302197072857,0.8685975579205044,0.9315261796393508,10,200,resgan4,2,0,1,1,1,20,64,1
26.791150550791105,31.588257722712832,0.8546764037126896,0.952650828501696,11,200,resgan4,2,0,1,1,1,20,64,1
