psnr_rain,psnr,ssim_rain,ssim,test_image,epoch,train_name,file_id,imshow,synthetic,save_image,save_result,num_of_layers,features,rain_type
27.162674686520035,34.23981824785717,0.8514185430815956,0.9594144352858572,0,600,resnet1,2,0,1,1,1,20,64,1
29.179146551414377,35.46560613360243,0.902925464404881,0.9759425341354439,1,600,resnet1,2,0,1,1,1,20,64,1
24.163575947788626,31.023380548210962,0.8242748329965702,0.9646154684848304,2,600,resnet1,2,0,1,1,1,20,64,1
35.30191718629406,40.061644635011184,0.9691868558020039,0.9896692181641932,3,600,resnet1,2,0,1,1,1,20,64,1
27.43739882857616,31.89108626985774,0.9300208841023384,0.9674620268230063,4,600,resnet1,2,0,1,1,1,20,64,1
32.79717137885123,34.781657423143265,0.9569468786971981,0.9839205957038307,5,600,resnet1,2,0,1,1,1,20,64,1
34.3682621966152,38.90946069081658,0.9615572055672598,0.9897425242143193,6,600,resnet1,2,0,1,1,1,20,64,1
26.252308634275305,34.446793980874006,0.8563224247206991,0.9719656572869119,7,600,resnet1,2,0,1,1,1,20,64,1
29.343768020790556,35.04164457034315,0.9241296849846529,0.9780428049061097,8,600,resnet1,2,0,1,1,1,20,64,1
27.05516177330633,33.62598296195308,0.8673336212076735,0.9639608222968562,9,600,resnet1,2,0,1,1,1,20,64,1
26.016134953551543,31.389943799890645,0.8685975579205044,0.9499783410629087,10,600,resnet1,2,0,1,1,1,20,64,1
26.791150550791105,33.93614921056002,0.8546764037126896,0.9688776603531938,11,600,resnet1,2,0,1,1,1,20,64,1
